thanh_pho,quan_huyen,dien_tich_m2,so_phong_ngu,so_phong_tam,so_tang,mat_tien_m,huong_nha,phap_ly,gia_trieu_vnd,gia_trieu_per_m2
Hải Phòng,Lê Chân,197.2,3,2,4,8.0,Tây Nam,Sổ đỏ/Sổ hồng,7993.0,40.53
TP.HCM,Thủ Đức,297.3,2,2,2,4.0,Bắc,Sổ đỏ/Sổ hồng,21966.2,73.89
TP.HCM,Quận 9,316.7,3,3,5,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,27630.2,87.24
Hà Nội,Đống Đa,135.6,1,1,3,10.0,Đông,Sổ đỏ/Sổ hồng,20293.3,149.66
Hà Nội,Hai Bà Trưng,214.1,2,2,2,3.0,Tây,Sổ đỏ/Sổ hồng,30036.3,140.29
TP.HCM,Quận 7,82.7,2,1,5,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,14190.5,171.59
Hải Phòng,Lê Chân,287.1,2,2,1,3.0,Tây,Sổ đỏ/Sổ hồng,10841.1,37.76
Hải Phòng,Lê Chân,261.3,3,2,3,6.0,Tây Bắc,Hợp đồng mua bán,8703.1,33.31
TP.HCM,Quận 2,169.5,1,1,2,2.0,Bắc,Sổ đỏ/Sổ hồng,24660.5,145.49
Hà Nội,Hai Bà Trưng,105.3,4,3,5,3.0,Đông Bắc,Sổ đỏ/Sổ hồng,11238.6,106.73
Hà Nội,Long Biên,329.3,4,4,3,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,30994.8,94.12
Đà Nẵng,Liên Chiểu,303.8,3,3,2,10.0,Tây,Sổ đỏ/Sổ hồng,15845.3,52.16
Hải Phòng,Hồng Bàng,328.1,3,2,4,5.0,Tây Nam,Đang chờ sổ,13645.3,41.59
Hà Nội,Hai Bà Trưng,187.6,4,4,3,5.0,Đông,Sổ đỏ/Sổ hồng,26590.4,141.74
Đà Nẵng,Sơn Trà,72.7,4,4,2,8.0,Đông,Sổ đỏ/Sổ hồng,4058.4,55.82
Cần Thơ,Ninh Kiều,128.5,3,3,4,8.0,Tây,Sổ đỏ/Sổ hồng,4985.1,38.79
Hà Nội,Ba Đình,224.9,3,3,2,6.0,Nam,Sổ đỏ/Sổ hồng,64503.0,286.81
Hải Phòng,Lê Chân,230.1,5,4,3,3.0,Đông Bắc,Sổ đỏ/Sổ hồng,10792.6,46.9
Hải Phòng,Hồng Bàng,167.0,3,2,2,3.0,Tây Nam,Sổ đỏ/Sổ hồng,8981.5,53.78
Hà Nội,Ba Đình,92.4,5,4,3,8.0,Đông,Sổ đỏ/Sổ hồng,21369.9,231.28
Hà Nội,Hoàn Kiếm,246.1,4,3,4,12.0,Tây,Sổ đỏ/Sổ hồng,59274.7,240.86
Hà Nội,Nam Từ Liêm,106.3,4,4,3,3.0,Tây,Sổ đỏ/Sổ hồng,9001.7,84.68
Hà Nội,Long Biên,43.0,2,2,3,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,3340.8,77.69
TP.HCM,Bình Thạnh,141.3,1,1,4,10.0,Đông,Sổ đỏ/Sổ hồng,22713.7,160.75
Hải Phòng,Hồng Bàng,237.5,3,2,3,8.0,Đông Bắc,Hợp đồng mua bán,9278.3,39.07
TP.HCM,Quận 7,59.0,4,3,3,3.0,Tây Nam,Sổ đỏ/Sổ hồng,8169.4,138.46
Đà Nẵng,Sơn Trà,285.5,3,2,3,10.0,Đông Nam,Đang chờ sổ,17444.0,61.1
TP.HCM,Quận 7,212.5,2,2,4,10.0,Bắc,Sổ đỏ/Sổ hồng,31972.6,150.46
Hà Nội,Long Biên,153.3,3,3,3,4.0,Nam,Sổ đỏ/Sổ hồng,17294.0,112.81
TP.HCM,Quận 2,246.2,2,2,3,8.0,Đông,Sổ đỏ/Sổ hồng,48038.3,195.12
Hà Nội,Long Biên,330.6,3,3,2,6.0,Tây Nam,Sổ đỏ/Sổ hồng,26107.4,78.97
Đà Nẵng,Liên Chiểu,342.7,1,1,2,10.0,Đông Nam,Sổ đỏ/Sổ hồng,17129.6,49.98
TP.HCM,Tân Bình,208.1,3,3,2,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,21018.2,101.0
Đà Nẵng,Sơn Trà,115.6,5,5,1,10.0,Tây Bắc,Hợp đồng mua bán,7435.4,64.32
Hải Phòng,Lê Chân,295.3,2,1,4,5.0,Đông Nam,Sổ đỏ/Sổ hồng,17401.0,58.93
Hải Phòng,Kiến An,35.1,3,2,3,4.0,Tây,Sổ đỏ/Sổ hồng,927.0,26.41
Hà Nội,Cầu Giấy,319.4,3,3,3,2.0,Đông Nam,Sổ đỏ/Sổ hồng,46667.2,146.11
Đà Nẵng,Liên Chiểu,93.6,4,3,2,12.0,Tây,Sổ đỏ/Sổ hồng,5164.7,55.18
Hà Nội,Hà Đông,297.6,4,3,5,4.0,Tây,Sổ đỏ/Sổ hồng,31559.6,106.05
TP.HCM,Quận 7,173.0,5,4,4,3.0,Tây,Sổ đỏ/Sổ hồng,27826.5,160.85
Hà Nội,Long Biên,143.2,4,4,1,10.0,Nam,Sổ đỏ/Sổ hồng,17153.4,119.79
Đà Nẵng,Ngũ Hành Sơn,96.9,4,4,2,8.0,Tây Nam,Sổ đỏ/Sổ hồng,6573.3,67.84
Hà Nội,Long Biên,298.6,4,4,3,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,22268.8,74.58
Đà Nẵng,Sơn Trà,139.9,3,2,4,2.0,Tây Nam,Hợp đồng mua bán,8597.6,61.46
Hà Nội,Hai Bà Trưng,137.6,5,5,3,3.0,Tây,Hợp đồng mua bán,11991.9,87.15
Đà Nẵng,Liên Chiểu,254.9,1,1,4,8.0,Đông,Sổ đỏ/Sổ hồng,13870.6,54.42
Hải Phòng,Lê Chân,285.4,3,2,2,6.0,Đông,Sổ đỏ/Sổ hồng,13899.8,48.7
Hà Nội,Đống Đa,333.3,2,2,2,3.0,Nam,Sổ đỏ/Sổ hồng,54291.5,162.89
Hà Nội,Long Biên,166.6,3,2,1,10.0,Tây Nam,Sổ đỏ/Sổ hồng,17269.1,103.66
Đà Nẵng,Thanh Khê,145.2,3,3,3,5.0,Đông,Hợp đồng mua bán,8212.3,56.56
TP.HCM,Quận 7,333.9,4,3,2,8.0,Đông Bắc,Sổ đỏ/Sổ hồng,42924.1,128.55
TP.HCM,Quận 9,198.0,5,4,3,5.0,Đông Bắc,Sổ đỏ/Sổ hồng,14905.3,75.28
Đà Nẵng,Ngũ Hành Sơn,151.4,1,1,5,3.0,Nam,Sổ đỏ/Sổ hồng,8817.4,58.24
TP.HCM,Quận 3,187.4,3,3,1,8.0,Đông Bắc,Sổ đỏ/Sổ hồng,42624.0,227.45
Hà Nội,Cầu Giấy,80.8,3,2,5,6.0,Nam,Đang chờ sổ,9885.7,122.35
Hà Nội,Hoàng Mai,297.6,1,1,4,3.0,Đông Bắc,Đang chờ sổ,19642.0,66.0
TP.HCM,Phú Nhuận,125.9,3,3,3,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,20995.1,166.76
TP.HCM,Gò Vấp,204.1,4,3,2,12.0,Nam,Sổ đỏ/Sổ hồng,23341.9,114.36
TP.HCM,Bình Thạnh,58.5,5,4,4,4.0,Tây,Hợp đồng mua bán,5446.1,93.1
TP.HCM,Phú Nhuận,181.0,3,3,3,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,27618.9,152.59
TP.HCM,Quận 7,345.7,3,2,4,12.0,Nam,Sổ đỏ/Sổ hồng,69122.4,199.95
Hà Nội,Hà Đông,89.4,2,1,1,10.0,Tây Bắc,Sổ đỏ/Sổ hồng,6331.8,70.83
Cần Thơ,Ninh Kiều,195.2,2,2,3,3.0,Tây Nam,Hợp đồng mua bán,7246.0,37.12
Hà Nội,Hoàng Mai,147.8,3,2,3,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,15733.7,106.45
Hà Nội,Ba Đình,329.5,3,3,4,2.0,Tây Bắc,Đang chờ sổ,52529.4,159.42
Hải Phòng,Kiến An,81.6,4,4,4,5.0,Đông,Sổ đỏ/Sổ hồng,2439.4,29.89
TP.HCM,Phú Nhuận,263.4,4,3,2,6.0,Nam,Sổ đỏ/Sổ hồng,41342.6,156.96
TP.HCM,Gò Vấp,162.6,1,1,3,2.0,Đông Nam,Sổ đỏ/Sổ hồng,14115.1,86.81
TP.HCM,Phú Nhuận,58.1,1,1,4,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,8863.7,152.56
Hà Nội,Thanh Xuân,142.0,4,4,5,5.0,Tây Nam,Đang chờ sổ,17004.9,119.75
Hà Nội,Đống Đa,105.3,5,4,2,12.0,Tây Nam,Sổ đỏ/Sổ hồng,18993.6,180.38
Hà Nội,Hoàng Mai,318.0,1,1,1,10.0,Bắc,Sổ đỏ/Sổ hồng,30691.2,96.51
TP.HCM,Gò Vấp,290.0,3,3,3,2.0,Bắc,Hợp đồng mua bán,24586.5,84.78
TP.HCM,Quận 2,222.9,2,1,5,12.0,Nam,Sổ đỏ/Sổ hồng,48210.5,216.29
Đà Nẵng,Ngũ Hành Sơn,318.6,4,3,3,3.0,Bắc,Hợp đồng mua bán,12932.4,40.59
Hà Nội,Hoàng Mai,225.8,3,2,2,6.0,Tây Nam,Sổ đỏ/Sổ hồng,19844.8,87.89
Hà Nội,Thanh Xuân,38.1,2,1,5,12.0,Tây Nam,Hợp đồng mua bán,5102.5,133.92
Cần Thơ,Bình Thủy,34.5,3,2,5,4.0,Tây Nam,Sổ đỏ/Sổ hồng,1027.3,29.78
Hà Nội,Đống Đa,67.6,4,3,3,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,10557.1,156.17
Đà Nẵng,Liên Chiểu,305.9,3,2,2,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,13923.4,45.52
TP.HCM,Bình Thạnh,330.8,3,2,3,3.0,Nam,Sổ đỏ/Sổ hồng,38071.6,115.09
Hà Nội,Hoàng Mai,339.6,4,4,4,12.0,Tây Nam,Sổ đỏ/Sổ hồng,35490.4,104.51
Cần Thơ,Ninh Kiều,184.2,4,3,2,4.0,Đông,Sổ đỏ/Sổ hồng,6458.7,35.06
Hà Nội,Hà Đông,68.1,2,1,3,5.0,Tây,Hợp đồng mua bán,6079.8,89.28
Hải Phòng,Lê Chân,61.8,2,1,3,2.0,Tây Nam,Sổ đỏ/Sổ hồng,2407.7,38.96
Hà Nội,Hà Đông,212.0,3,2,2,12.0,Nam,Sổ đỏ/Sổ hồng,26659.9,125.75
TP.HCM,Gò Vấp,342.0,3,3,3,8.0,Tây Nam,Hợp đồng mua bán,40336.8,117.94
Đà Nẵng,Sơn Trà,281.2,4,3,3,6.0,Tây Bắc,Hợp đồng mua bán,14682.5,52.21
Hà Nội,Long Biên,214.6,3,3,4,8.0,Tây Nam,Sổ đỏ/Sổ hồng,18828.0,87.74
Hà Nội,Ba Đình,136.8,5,5,3,5.0,Tây,Sổ đỏ/Sổ hồng,32259.9,235.82
TP.HCM,Quận 2,73.7,3,2,3,3.0,Tây Nam,Sổ đỏ/Sổ hồng,11870.1,161.06
Hà Nội,Thanh Xuân,25.5,4,4,2,4.0,Đông Nam,Sổ đỏ/Sổ hồng,3517.7,137.95
Cần Thơ,Bình Thủy,87.3,3,3,3,10.0,Tây Nam,Sổ đỏ/Sổ hồng,2833.2,32.45
TP.HCM,Quận 2,109.5,3,3,3,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,20639.6,188.49
TP.HCM,Thủ Đức,231.8,4,4,5,12.0,Tây Nam,Sổ đỏ/Sổ hồng,26002.3,112.18
Cần Thơ,Ninh Kiều,337.7,5,5,3,8.0,Nam,Đang chờ sổ,12225.3,36.2
Hà Nội,Cầu Giấy,30.0,2,1,1,5.0,Đông Nam,Đang chờ sổ,4276.0,142.53
TP.HCM,Gò Vấp,236.3,4,4,3,6.0,Đông Nam,Sổ đỏ/Sổ hồng,26584.1,112.5
Hà Nội,Thanh Xuân,54.7,3,2,5,5.0,Bắc,Hợp đồng mua bán,6996.3,127.9
Hải Phòng,Ngô Quyền,85.4,5,4,3,2.0,Tây Nam,Sổ đỏ/Sổ hồng,4277.7,50.09
TP.HCM,Gò Vấp,326.3,4,4,4,6.0,Đông,Sổ đỏ/Sổ hồng,42445.0,130.08
Hà Nội,Thanh Xuân,312.3,3,3,3,6.0,Bắc,Sổ đỏ/Sổ hồng,44220.0,141.59
Hải Phòng,Kiến An,140.9,2,1,3,6.0,Đông Nam,Sổ đỏ/Sổ hồng,5627.5,39.94
Hà Nội,Nam Từ Liêm,197.2,3,3,3,10.0,Tây Nam,Sổ đỏ/Sổ hồng,24102.7,122.22
Đà Nẵng,Hải Châu,74.5,2,1,4,5.0,Tây,Hợp đồng mua bán,5008.5,67.23
TP.HCM,Thủ Đức,239.2,3,2,4,10.0,Đông Bắc,Hợp đồng mua bán,19146.5,80.04
Cần Thơ,Ninh Kiều,54.6,3,3,2,3.0,Bắc,Sổ đỏ/Sổ hồng,2178.6,39.9
Hà Nội,Long Biên,294.2,2,2,5,2.0,Tây Bắc,Hợp đồng mua bán,21676.3,73.68
Hà Nội,Đống Đa,317.5,3,3,5,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,38847.0,122.35
Hà Nội,Hoàn Kiếm,47.7,4,3,3,2.0,Bắc,Sổ đỏ/Sổ hồng,9981.5,209.25
Hà Nội,Đống Đa,97.0,3,3,2,3.0,Đông,Hợp đồng mua bán,11263.9,116.12
Hà Nội,Cầu Giấy,264.5,3,3,4,4.0,Nam,Sổ đỏ/Sổ hồng,43781.4,165.53
TP.HCM,Quận 7,25.4,3,2,4,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,3223.7,126.92
TP.HCM,Quận 2,183.6,2,2,3,6.0,Đông Nam,Đang chờ sổ,20598.9,112.19
Hà Nội,Hà Đông,343.9,4,4,1,6.0,Đông Nam,Đang chờ sổ,21841.8,63.51
TP.HCM,Quận 7,231.8,4,3,2,5.0,Tây,Sổ đỏ/Sổ hồng,32389.3,139.73
TP.HCM,Gò Vấp,315.7,3,3,2,4.0,Tây Bắc,Hợp đồng mua bán,25178.8,79.76
TP.HCM,Quận 9,293.8,3,3,3,2.0,Đông,Sổ đỏ/Sổ hồng,21091.7,71.79
Hải Phòng,Hồng Bàng,258.5,2,2,4,3.0,Bắc,Sổ đỏ/Sổ hồng,10651.7,41.21
TP.HCM,Bình Thạnh,199.6,2,1,5,3.0,Nam,Đang chờ sổ,18524.7,92.81
Hải Phòng,Lê Chân,205.1,3,2,2,10.0,Tây Nam,Sổ đỏ/Sổ hồng,7630.7,37.2
Hà Nội,Đống Đa,202.4,1,1,2,3.0,Nam,Hợp đồng mua bán,25806.6,127.5
Hà Nội,Đống Đa,349.6,5,4,3,8.0,Tây,Sổ đỏ/Sổ hồng,46407.0,132.74
Hà Nội,Thanh Xuân,222.0,3,2,3,5.0,Tây,Sổ đỏ/Sổ hồng,24482.8,110.28
TP.HCM,Quận 7,45.5,5,4,3,5.0,Đông,Hợp đồng mua bán,5211.2,114.53
Hà Nội,Hai Bà Trưng,268.2,5,4,3,8.0,Nam,Hợp đồng mua bán,41993.8,156.58
Hà Nội,Hoàng Mai,295.7,4,4,4,2.0,Bắc,Hợp đồng mua bán,25885.6,87.54
TP.HCM,Quận 1,246.9,4,3,3,5.0,Bắc,Hợp đồng mua bán,58736.8,237.9
Hà Nội,Hà Đông,238.6,3,3,4,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,23147.6,97.01
Cần Thơ,Bình Thủy,51.0,2,2,2,4.0,Tây Nam,Sổ đỏ/Sổ hồng,1404.4,27.54
Đà Nẵng,Ngũ Hành Sơn,189.0,2,2,3,2.0,Tây Nam,Hợp đồng mua bán,10220.0,54.07
Hà Nội,Ba Đình,81.4,5,4,2,8.0,Tây Bắc,Hợp đồng mua bán,15005.7,184.35
Đà Nẵng,Liên Chiểu,287.0,3,2,2,8.0,Đông Nam,Hợp đồng mua bán,10760.3,37.49
TP.HCM,Quận 1,320.0,4,4,3,5.0,Tây Bắc,Đang chờ sổ,57365.6,179.27
Cần Thơ,Ninh Kiều,115.5,4,4,2,5.0,Bắc,Sổ đỏ/Sổ hồng,5532.6,47.9
TP.HCM,Thủ Đức,30.2,2,2,1,12.0,Tây,Hợp đồng mua bán,2074.1,68.68
Hà Nội,Đống Đa,130.1,1,1,3,2.0,Tây,Sổ đỏ/Sổ hồng,18114.2,139.23
Hà Nội,Long Biên,347.4,4,3,2,8.0,Đông Nam,Sổ đỏ/Sổ hồng,32636.7,93.95
TP.HCM,Tân Bình,155.6,4,3,3,2.0,Bắc,Sổ đỏ/Sổ hồng,18142.6,116.6
Hà Nội,Cầu Giấy,102.0,3,2,2,12.0,Tây Nam,Hợp đồng mua bán,14724.4,144.36
TP.HCM,Gò Vấp,298.6,3,3,3,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,36037.5,120.69
Hà Nội,Long Biên,120.0,4,4,1,5.0,Đông Nam,Hợp đồng mua bán,9287.9,77.4
Hải Phòng,Kiến An,66.0,2,1,3,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,2401.0,36.38
TP.HCM,Tân Bình,71.9,5,4,2,10.0,Đông Nam,Sổ đỏ/Sổ hồng,9963.7,138.58
TP.HCM,Tân Bình,102.6,4,3,3,8.0,Nam,Hợp đồng mua bán,11600.6,113.07
TP.HCM,Tân Bình,232.2,4,3,3,6.0,Tây Nam,Đang chờ sổ,17823.1,76.76
Hà Nội,Hoàng Mai,322.4,2,1,3,3.0,Đông,Sổ đỏ/Sổ hồng,25003.8,77.56
Đà Nẵng,Thanh Khê,27.4,2,2,2,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,1842.8,67.25
Cần Thơ,Cái Răng,219.5,3,2,3,10.0,Đông Nam,Đang chờ sổ,6092.9,27.76
Hải Phòng,Lê Chân,31.7,3,2,3,8.0,Đông Nam,Sổ đỏ/Sổ hồng,1632.6,51.5
Cần Thơ,Bình Thủy,88.6,1,1,2,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,3337.7,37.67
Đà Nẵng,Hải Châu,263.9,2,2,1,6.0,Đông,Hợp đồng mua bán,13979.0,52.97
TP.HCM,Tân Bình,217.5,4,3,5,5.0,Đông Nam,Sổ đỏ/Sổ hồng,24819.6,114.11
TP.HCM,Quận 3,234.2,2,2,3,2.0,Tây,Hợp đồng mua bán,45240.5,193.17
Hà Nội,Hai Bà Trưng,288.3,3,3,4,10.0,Đông Nam,Sổ đỏ/Sổ hồng,50675.4,175.77
Hà Nội,Long Biên,26.7,3,3,4,3.0,Tây,Sổ đỏ/Sổ hồng,2131.0,79.81
Hà Nội,Hai Bà Trưng,111.0,3,3,3,6.0,Đông,Hợp đồng mua bán,15068.1,135.75
TP.HCM,Gò Vấp,163.3,3,2,3,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,15180.3,92.96
TP.HCM,Bình Thạnh,234.8,4,3,2,4.0,Đông,Sổ đỏ/Sổ hồng,30816.2,131.24
TP.HCM,Quận 7,331.3,4,4,3,6.0,Nam,Hợp đồng mua bán,47566.4,143.57
TP.HCM,Phú Nhuận,78.7,5,5,3,12.0,Đông Nam,Sổ đỏ/Sổ hồng,15283.6,194.2
TP.HCM,Quận 3,206.7,3,3,3,4.0,Đông Nam,Sổ đỏ/Sổ hồng,41609.2,201.3
TP.HCM,Quận 2,239.3,5,4,1,4.0,Đông Bắc,Hợp đồng mua bán,22828.6,95.4
TP.HCM,Quận 7,283.3,2,1,2,3.0,Nam,Sổ đỏ/Sổ hồng,41429.0,146.24
Hà Nội,Long Biên,65.7,1,1,4,8.0,Nam,Hợp đồng mua bán,6756.3,102.84
Đà Nẵng,Hải Châu,253.3,3,3,2,12.0,Đông Nam,Đang chờ sổ,16768.4,66.2
TP.HCM,Quận 7,184.2,3,2,5,3.0,Tây Bắc,Hợp đồng mua bán,22666.4,123.05
Hà Nội,Hà Đông,212.1,5,4,5,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,23442.5,110.53
Hải Phòng,Kiến An,276.8,3,2,2,8.0,Tây,Sổ đỏ/Sổ hồng,11270.4,40.72
TP.HCM,Quận 3,111.5,3,3,3,12.0,Tây Bắc,Hợp đồng mua bán,25415.4,227.94
Đà Nẵng,Hải Châu,91.5,3,2,4,4.0,Đông,Sổ đỏ/Sổ hồng,7628.5,83.37
TP.HCM,Gò Vấp,343.5,2,2,3,5.0,Tây,Sổ đỏ/Sổ hồng,35283.2,102.72
Hải Phòng,Hồng Bàng,308.4,3,3,4,8.0,Bắc,Hợp đồng mua bán,15365.1,49.82
Hà Nội,Long Biên,257.8,2,1,5,6.0,Đông,Sổ đỏ/Sổ hồng,27547.9,106.86
Hà Nội,Hoàn Kiếm,196.5,3,3,1,4.0,Tây Bắc,Sổ đỏ/Sổ hồng,42872.7,218.18
TP.HCM,Tân Bình,305.2,4,3,3,10.0,Đông Nam,Đang chờ sổ,39907.8,130.76
Đà Nẵng,Sơn Trà,249.0,5,5,2,6.0,Bắc,Sổ đỏ/Sổ hồng,14286.8,57.38
Đà Nẵng,Hải Châu,283.7,3,2,3,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,16614.1,58.56
Cần Thơ,Bình Thủy,80.3,3,2,3,2.0,Đông Nam,Sổ đỏ/Sổ hồng,2771.6,34.52
TP.HCM,Quận 3,68.8,3,3,2,6.0,Tây,Sổ đỏ/Sổ hồng,12279.5,178.48
Hà Nội,Hoàn Kiếm,320.4,3,3,2,2.0,Bắc,Sổ đỏ/Sổ hồng,68518.7,213.85
TP.HCM,Thủ Đức,113.1,3,3,3,12.0,Bắc,Hợp đồng mua bán,11551.7,102.14
TP.HCM,Phú Nhuận,100.4,4,3,1,4.0,Đông,Sổ đỏ/Sổ hồng,13112.5,130.6
Hà Nội,Hà Đông,253.2,4,4,2,2.0,Đông Nam,Đang chờ sổ,20182.2,79.71
TP.HCM,Bình Thạnh,299.0,3,2,1,5.0,Đông Bắc,Đang chờ sổ,31468.5,105.25
TP.HCM,Tân Bình,66.0,4,3,5,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,8874.1,134.46
Đà Nẵng,Ngũ Hành Sơn,103.5,3,3,1,4.0,Nam,Sổ đỏ/Sổ hồng,5686.5,54.94
TP.HCM,Quận 7,105.3,4,3,1,4.0,Bắc,Sổ đỏ/Sổ hồng,12045.7,114.39
Hải Phòng,Lê Chân,188.0,3,2,3,2.0,Đông,Sổ đỏ/Sổ hồng,6193.0,32.94
Hải Phòng,Kiến An,43.1,4,3,1,4.0,Tây Bắc,Sổ đỏ/Sổ hồng,1397.6,32.43
Hà Nội,Hai Bà Trưng,252.1,4,4,2,10.0,Bắc,Sổ đỏ/Sổ hồng,32497.5,128.91
TP.HCM,Thủ Đức,155.6,4,4,2,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,14024.0,90.13
Hà Nội,Nam Từ Liêm,110.3,3,3,3,4.0,Tây,Sổ đỏ/Sổ hồng,12349.4,111.96
Hà Nội,Thanh Xuân,336.1,3,2,2,6.0,Tây Nam,Hợp đồng mua bán,31832.5,94.71
Đà Nẵng,Hải Châu,342.4,3,3,1,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,28858.8,84.28
Đà Nẵng,Hải Châu,328.8,4,4,3,5.0,Tây Bắc,Sổ đỏ/Sổ hồng,20480.2,62.29
TP.HCM,Quận 3,211.4,3,2,5,6.0,Đông Bắc,Hợp đồng mua bán,50638.9,239.54
Hà Nội,Đống Đa,282.1,3,3,3,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,36486.7,129.34
Đà Nẵng,Hải Châu,154.1,3,3,2,4.0,Đông,Sổ đỏ/Sổ hồng,11080.9,71.91
Hà Nội,Hà Đông,280.4,5,5,4,3.0,Nam,Hợp đồng mua bán,24924.5,88.89
TP.HCM,Gò Vấp,331.2,4,4,2,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,31835.4,96.12
Hải Phòng,Lê Chân,257.9,3,3,4,5.0,Đông Nam,Sổ đỏ/Sổ hồng,13615.8,52.8
Hà Nội,Hà Đông,201.0,4,3,3,12.0,Nam,Sổ đỏ/Sổ hồng,26755.0,133.11
Hà Nội,Hai Bà Trưng,303.3,2,1,2,10.0,Đông,Sổ đỏ/Sổ hồng,47462.9,156.49
TP.HCM,Gò Vấp,302.7,4,4,2,2.0,Đông Bắc,Hợp đồng mua bán,19735.4,65.2
Hà Nội,Hoàn Kiếm,197.7,4,3,3,5.0,Tây Bắc,Sổ đỏ/Sổ hồng,57865.9,292.7
Hà Nội,Hà Đông,185.2,3,3,3,3.0,Đông Nam,Sổ đỏ/Sổ hồng,13475.5,72.76
Hà Nội,Long Biên,257.4,3,3,4,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,28439.3,110.49
TP.HCM,Phú Nhuận,213.5,4,4,4,8.0,Tây Nam,Sổ đỏ/Sổ hồng,31554.1,147.79
TP.HCM,Thủ Đức,196.1,3,3,2,5.0,Tây Nam,Sổ đỏ/Sổ hồng,15166.2,77.34
TP.HCM,Quận 1,198.8,2,1,1,8.0,Đông,Sổ đỏ/Sổ hồng,44950.6,226.11
Hà Nội,Cầu Giấy,275.3,2,1,3,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,44267.3,160.8
TP.HCM,Quận 2,277.6,3,2,3,5.0,Tây,Sổ đỏ/Sổ hồng,47122.2,169.75
TP.HCM,Quận 2,119.5,3,3,3,5.0,Tây Bắc,Sổ đỏ/Sổ hồng,14449.4,120.92
TP.HCM,Gò Vấp,59.0,2,2,5,6.0,Tây Nam,Sổ đỏ/Sổ hồng,6904.3,117.02
Hà Nội,Đống Đa,282.6,4,3,2,4.0,Tây Bắc,Hợp đồng mua bán,28077.1,99.35
TP.HCM,Phú Nhuận,124.1,5,4,3,6.0,Bắc,Hợp đồng mua bán,18839.6,151.81
Đà Nẵng,Hải Châu,257.6,4,4,3,10.0,Tây Bắc,Sổ đỏ/Sổ hồng,22230.3,86.3
Hải Phòng,Lê Chân,127.6,3,3,5,4.0,Đông,Sổ đỏ/Sổ hồng,4710.6,36.92
Hà Nội,Hà Đông,77.1,1,1,4,10.0,Tây Nam,Sổ đỏ/Sổ hồng,6847.9,88.82
Hà Nội,Hà Đông,232.2,3,3,2,8.0,Bắc,Sổ đỏ/Sổ hồng,20916.9,90.08
TP.HCM,Quận 3,49.1,3,2,3,3.0,Đông Bắc,Sổ đỏ/Sổ hồng,11493.4,234.08
TP.HCM,Gò Vấp,83.3,1,1,2,6.0,Bắc,Sổ đỏ/Sổ hồng,8626.0,103.55
Hà Nội,Ba Đình,227.7,2,1,3,3.0,Đông,Sổ đỏ/Sổ hồng,42766.9,187.82
TP.HCM,Tân Bình,295.5,3,2,3,5.0,Bắc,Sổ đỏ/Sổ hồng,40543.3,137.2
Hải Phòng,Lê Chân,338.3,2,2,4,12.0,Đông,Sổ đỏ/Sổ hồng,18539.0,54.8
Đà Nẵng,Sơn Trà,47.5,2,2,2,5.0,Đông Bắc,Sổ đỏ/Sổ hồng,2450.4,51.59
Hà Nội,Hai Bà Trưng,171.5,4,4,2,4.0,Nam,Hợp đồng mua bán,21971.7,128.12
TP.HCM,Quận 1,59.7,3,3,4,3.0,Tây Nam,Hợp đồng mua bán,15158.2,253.91
Hà Nội,Hoàng Mai,226.8,4,3,3,10.0,Tây,Hợp đồng mua bán,15986.7,70.49
Hà Nội,Hai Bà Trưng,134.6,4,4,2,4.0,Tây,Đang chờ sổ,12235.2,90.9
Hà Nội,Thanh Xuân,74.9,3,2,2,8.0,Bắc,Sổ đỏ/Sổ hồng,10052.3,134.21
TP.HCM,Thủ Đức,98.0,4,3,2,8.0,Đông Bắc,Sổ đỏ/Sổ hồng,8871.7,90.53
